Comments,Happy,Sad,Angry,Disgust,Support,Insightful,Care,Love,Fear,Surprise,Curiosity,Nostalgic,Humor
25 year's has passed...but this movie is still a masterpiece and will always be...,0,0,0,0,1,0,1,0,0,0,0,1,0
"Jack’s death has not touched me as much as this scene….. The old couple, the band, the kids….. heartbreaking",0,1,0,0,0,0,0,0,0,0,0,0,0
True Captain..if it goes down.. he goes with it. That's how much he believed in it. Yes Sir. Salute to the Captain,0,1,0,0,1,0,0,0,0,0,0,0,0
"""When there is no alternative but to confront reality with patience...""",0,0,0,0,0,1,0,0,0,0,0,0,0
"Titanic 1997 will always be a masterpiece, and the best film of all time️ This tragedy will forever remain in the hearts of millions of people",0,1,0,0,1,0,0,0,0,0,0,1,0
"All in one film: Love, Hate, Courage, Cowardice, Dedication and Sacrifice... Absolute masterpiece, the only film in which at the end I couldn't hold back the tears... I've only seen it once and I think I won't see it again never again.

",0,0,0,0,1,0,0,0,0,0,0,0,0
that melody breaks my heart,1,0,0,0,1,0,0,0,0,0,0,0,0
"A movie that make us cried, but teach us that the life just pass as blinks. So enjoyed it!. No matter what. Confront the difficulties, smile, so in the end just say ""thanks, for the journey"".",,,,,,,,,,,,,
Every time I cried when I saw the Titanic,,,,,,,,,,,,,
"I cried and still cried, when watching,over and over love the Movie",,,,,,,,,,,,,
"Don't forget Joseph Bell's crew (engineer).  The so-called Black Gang, who kept the ship alive until the end, are not shown in the film.",,,,,,,,,,,,,
"Out of history's tragedies, we must remember to cherish each our lives and our loved ones everyday and not take anything or anyone for granted",,,,,,,,,,,,,
Is so sad that they had such a horrible death but they were praying to prepare their souls to go to heaven.  May all rest in peace.  Great movie!,,,,,,,,,,,,,
This movie gave a clear message how to live like a gentleman & how to die gracefully like one,,,,,,,,,,,,,
I want 2 for research purposes,0,0,0,0,0,0,0,0,0,0,1,0,0
Probably end up being cheaper than a wife in the long run,,,,,,,,,,,,,
And no arguments or divorces!,,,,,,,,,,,,,
This is one way to reduce the world's population.,,,,,,,,,,,,,
"Why are we building robots to look like humans , some guys are confused enough with a few drinks in them now they will be hitting on robots",,,,,,,,,,,,,
And remember: they only get better from here on.,,,,,,,,,,,,,
"They won't accidently get enpregnated by your husband. Great driver, guard, pilot, chef, car mechanic, plumber, electrician, pool cleaner, shopper, nanny and housemaid. I'll invest. Sure.",,,,,,,,,,,,,
Goodbye women,,,,,,,,,,,,,
Roasting your father infront of people doesn’t make you cool,,,,,,,,,,,,,
"As someone with a cracked screen, I can confirm that I didn't even know of a ""hair"" until I saw the comments",,,,,,,,,,,,,
You seriously got me with that hair thing,0,0,0,0,0,0,0,0,0,0,0,0,1
I need a link to literally everything here please,0,0,0,0,0,0,0,0,0,0,1,0,0
"I thought you gonna build a cockpit with yoke, throttle, and stuff",0,0,0,0,0,0,0,0,0,0,0,0,1
Lovely setup,0,0,0,0,1,0,0,0,0,0,0,0,0
The product is the Balolo Setup Cockpit (not sure which size). Looks like all the components are modular accessories you can buy with it. Not cheap! The stand alone is £160+,0,0,0,0,0,1,0,0,0,0,0,0,0
This glass on head performance blew my minddd,,,,,,,,,,,,,
How do you play the instrument so smoothly? Outstanding,,,,,,,,,,,,,
If we’re talking about courages then my chihuahua is literally the god of courage.,,,,,,,,,,,,,
Love the jaguar jaw in the middle of puma presentation,,,,,,,,,,,,,
“It’s the courage that matters” sound like something someone would say before getting destroyed.,0,1,0,0,0,0,0,0,1,0,0,0,0
The dog getting a bath at the end was one of the cutest things ever,0,0,0,0,1,0,0,0,0,0,0,0,0
And the Kangal didn't even look at the dog barking at him. Not worried in the slightest.,0,0,0,0,0,0,0,0,0,0,0,0,1
"And 2 seconds later, puma will have a snack.",0,0,0,0,0,0,0,0,0,0,0,0,1
"I love dogos, I have one. But at no point in time can a dogo face a healthy adult puma alone.",0,0,0,0,0,1,0,0,0,0,0,0,0
he became a car,0,0,0,0,0,0,0,0,0,0,0,0,1
At first thought he turned into a car,0,0,0,0,0,0,0,0,0,0,0,0,1
"With god, the right mindset, and a dream, anything is possible.",,,,,,,,,,,,,
The start of his real life,,,,,,,,,,,,,
People who hate the generation we are living in ️,,,,,,,,,,,,,
"As a woman, I am disgusted by the girl’s comments. The guy seemed sweet and didn’t deserve the criticism",0,1,0,1,1,0,0,0,0,0,0,0,0
That guy was a keeper. He will make a lady very happy because he waited for her.,0,0,0,0,1,0,0,0,0,0,0,0,0
They tryna bully him but he looks better than they all combined,0,1,1,0,0,0,0,0,0,0,0,0,0
"""When I lost her, I lost my life and now I am just existing "" This just tells how he selflessly loved her something that very lucky ones can experience in today's generation",1,0,0,0,1,0,1,1,0,0,0,0,0
People nowadays are so bold and not afraid to criticize others and hurting their feelings. We have lost most of our respects.,0,1,1,1,0,0,0,0,0,0,0,0,0
How they gonna bully him about having no experience if they ain’t gonna give him experience,0,1,1,0,0,0,1,0,0,0,0,0,0
Dang. This man actually made me cry bro. Bless his soul. May his wife rest in peace,0,1,0,0,1,0,0,0,0,0,0,0,0
This hits hard. My grandmother passed this week at 90 years old. My grandfather is 95 and still doing well. They were married 70 years and speaks about her the way this man did his.,0,1,0,0,1,0,1,1,0,0,0,1,0
Elderly people are so brutally but gracefully honest,0,0,0,0,0,1,0,0,0,0,0,0,0
"Some people think the best wife is the hottest, richest, most popular but a true wife is always understanding, compassionate and loyal",0,0,0,0,1,1,1,0,0,0,0,0,0
Elderly people can be so heartwarming and at the same time snap you back to the harsh and real reality we live in….Man our world is crumbling,,,,,,,,,,,,,
To me that dude is a real man,,,,,,,,,,,,,
The fact she speaks my native language better then me,,,,,,,,,,,,,
If I was younger I would apply in a heartbeat!!!!!,,,,,,,,,,,,,
This video should be shown on all tv networks around the world️,,,,,,,,,,,,,
"I’m waiting to turn 21(I’m 17 now) to apply to emirates, it’s my dream job",0,0,0,0,1,1,0,0,0,0,1,0,0
My man used his all of his 8 chakras to find that colour.,0,0,0,0,1,0,0,0,0,0,0,0,0
Seeing those botflies slowly crawling back towards the bird in unison is terrifying,0,0,0,0,0,0,0,0,1,0,0,0,0
Mad respect for the human who saved the bird. May god bless the man or woman,0,0,0,0,1,0,1,0,0,0,0,0,0
"Imagine having an entire nother LIVING CREATURE removed from your body, the relief he must've felt man",,,,,,,,,,,,,
I got chills watching this.this is horrible no living thing must go through such conditions thank you for saving that birdie.May God bless you for your good deed,,,,,,,,,,,,,
"those worms literally crawled their way back to reach into the birth’s body again, how terrible and terrifying it is, I hope we all can help each other and alongside animals",,,,,,,,,,,,,
"Nature ain't no Disney tale, that's for sure.",,,,,,,,,,,,,
As a 🇷🇴 i belive that Bangladesh is beautiful,,,,,,,,,,,,,
I am from India and I love my best friend country Bangladesh 🇮🇳🇧🇩,,,,,,,,,,,,,
Bangladesh is really beautiful  I am Bangladeshi 🇧🇩,,,,,,,,,,,,,
Wow! Bangladesh so beautiful i want go to travel Bangladesh. Love for Korea  🇰🇷🇧🇩,,,,,,,,,,,,,
Bangladesh। really beautiful 🇳🇵🇧🇩,,,,,,,,,,,,,
As A Indian girl I love Bangladesh and very beautiful Country was Bangladesh,1,0,0,0,1,0,1,1,0,0,0,0,0
Vote for real Bangladesh people love from Japan 🇯🇵🇯🇵🇧🇩🇧🇩,0,0,0,0,1,0,0,1,0,0,0,0,0
"Bangladesh Is One Of My Very Favourite Country And It Is Very Beautiful I Know That. I Am From Kolkata, India  🇮🇳🇧🇩",1,0,0,0,1,0,0,0,0,0,0,0,0
"My family is originally from Bangladesh although we shifted to India after the Partition. My grandfather tells me so many stories about his childhood in Bangladesh, about the Rivers so big that u cannot see the other end, about the vast green fields and forests, the sunrise and the sunset, the days and nights, the seasons and the boatmen, the shops, the games he would play with his brothers, and the times he would swim across rivers with his friends, the times he would run across the streets and cause mischief in his school, and THIS is exactly how I have always imagined this Beautiful Heaven on Earth he would tell me about. It’s my dream to go to Bangladesh with him one day and see the joy of his childhood in his eyes.",1,0,0,0,1,0,0,0,0,0,0,0,0
"It was not nazi vs soviet, it was nazi vs world",0,0,0,0,0,1,0,0,0,0,0,0,0
A tyrant killed another tyrant.,0,0,0,0,0,1,0,0,0,0,0,0,0
Hitler was strong until he meets winter not stalin,0,0,0,0,0,1,0,0,0,0,0,0,0
Literally everyone else on the allies left the chat,0,0,0,0,0,0,0,0,0,0,0,0,1
Lesson learned from this. Don't fight enemies at the same time.,0,0,0,0,0,0,0,0,0,0,0,0,1
Hitler was rejected from art school twice,0,0,0,0,0,0,0,0,0,0,0,0,1
Bro starts war because he was rejected by an art college.💀💀,0,0,0,0,0,0,0,0,0,1,0,0,1
bro ww2 footage is higher quality than security footage at a bank,0,0,1,0,0,0,0,0,0,1,0,0,1
Bro waited all his life for this moment,0,0,0,0,0,1,0,0,0,0,0,0,0
'And that's how Trash Talking was invented.'',0,0,0,0,0,0,0,0,0,0,0,0,1
Respect the camera man for being there to see the footage🎥🧑,0,0,0,0,1,0,0,0,0,0,0,0,0
Someone explain to me why the intros are longer than the rest of the video lately !?,0,0,0,0,0,0,0,0,0,0,1,0,1
"Thing is, they were mocking him after his death, but they shit their pants when he lived",0,0,1,0,0,0,0,0,0,0,0,0,0
Personally hitler would not take that amount of disrespect,0,0,0,0,1,0,0,0,0,0,0,0,0
"""And thats how i used to go to school""",0,0,0,0,0,0,0,0,0,0,0,0,1
I wish we didn’t need armies and could all live in peace and harmony 😢,0,1,0,0,0,1,0,0,0,0,0,0,0
South Korean Army is actually cute but where are the bulletproof vests? Those vests look like cosplay 🤣,1,0,0,0,0,0,0,0,0,0,0,0,1
“War brings out the worse and best out of people”- Dick Winters,0,0,0,0,0,1,0,0,0,0,0,0,0
Just think of all the 17-19 year olds you know. This is what they went through,0,1,0,0,0,0,0,0,1,0,0,0,0
"That movie got an Oscar. It’s deserved, very good movie!",0,0,0,0,1,0,0,0,0,0,0,0,0
"Bro, this scene in the movie actually made me cry a little. It’s just so sad.",0,1,0,0,0,0,0,0,0,0,0,0,0
"I can say I know that feeling, it's not something I'd ever talk about or describe. That reaction is how I reacted to a similar situation and I will have nightmares fpr the rest of my life.",0,0,0,0,0,0,0,0,0,0,0,0,0
This movie should be considered as a documentary and should be mandatory to watch for every human being over 18 years of age to make sure no one f*** up this bad in future.,0,0,0,0,0,0,0,1,0,0,0,0,0
"""War is not Hell. There is no innocent in Hell""",0,1,0,0,0,0,0,0,1,0,0,0,0
This scene made me tear up watching it for the first time,0,1,0,0,1,0,0,0,0,0,0,0,0
The only scene in the movie that truly showed what war is.,0,1,0,0,1,0,0,0,1,0,0,0,0
If youwant to know the name og this movie its called 1917 i think,0,0,0,0,0,0,0,0,0,0,1,0,0
"this part really makes my chest tight, especially when I hear the voices of soldiers who are almost dead :/",1,0,0,0,1,0,0,0,0,0,0,0,0
For people who don't know who he stabbed. HE Accidentally killed his sergeant,,,,,,,,,,,,,
If you dont sacrifice something when u have a choice of what you want to sacrifice ur gonna have to sacrifice when u dont have a choice  In short do it whilst u have choice before its too late.,,,,,,,,,,,,,
"Fail full form is, First attempt in learning",,,,,,,,,,,,,
I LOVE THAT CRUEL PRINCE WAS THERE,,,,,,,,,,,,,
It's okay if you fail despite giving your 100%. Sometimes things aren't supposed to be! Everything will work out in the end.,,,,,,,,,,,,,
Everyone excepting hits harder than my mother's Slap,,,,,,,,,,,,,
Thank you so much for this impressive motivational video! I've been scrolling and scrolling through YouTube videos and now I'm standing up to study.,,,,,,,,,,,,,
I'm impressed this made my day! go study now everyone!,,,,,,,,,,,,,
"Commenting here so whenever someone likes it, I get it to see it again.",,,,,,,,,,,,,
My boards will start on Feb 15th. Thanks for the motivation ♡,,,,,,,,,,,,,
The voice caught me of guard,,,,,,,,,,,,,
10 years of pain for 60 years of pain is what I picked when I went infantry lol,,,,,,,,,,,,,
What if we die in 10 years ️,,,,,,,,,,,,,
You don’t have to be rich to be happy,,,,,,,,,,,,,
He holds 90% testosterone of whole Korea,,,,,,,,,,,,,
That actor is the best korean actor. He can elevate the korean standard by himself,,,,,,,,,,,,,
Even without beard he’s giving a 200% gangster vibe,,,,,,,,,,,,,
Bro single handedly carrier 99% of korea's testosterone,,,,,,,,,,,,,
Father of Korea,,,,,,,,,,,,,
Laughing = death anniversary,,,,,,,,,,,,,
"that smile was literally saying, im not trapped here with you, you're trapped here with me!",0,0,0,0,0,0,0,0,1,1,0,0,1
"He may be a gang boss, but goddamn I just love him as a character. The dude was an absolute unit for a girl he offered the umbrella to and avenged her the most savage way possible.",1,0,0,0,1,0,0,0,0,1,0,0,0
"He's one of my favorite actor , He is great  villain or main character He can NAIL it !!!!",1,0,0,0,1,1,0,0,0,0,0,0,0
"He's one of my favorite actor , He is great  villain or main character He can NAIL it !!!!",1,0,0,0,1,1,0,0,0,0,0,0,0
"I have seen people skin transform , from the worse skin to glowing beautiful healthy skin. And people don't like to share the products they use. So I'm grateful doc thank u so much. You are amazing.",1,1,0,0,1,0,1,0,0,0,0,0,0
PORES CANNOT BE SHRUNK!! you can only release the gunk from them so they don’t look as extreme,0,0,0,0,0,1,0,0,0,1,0,0,0
You can get it in 2 seconds using filters. The way she did.,0,0,0,0,0,1,0,0,0,1,0,0,0
A oil based salicylic acid serum (I have dry skin) from the Ordinary definitely has helped decrease my pore size and smoothed my skin!,1,0,0,0,1,1,1,0,0,0,0,0,0
It would be great if you can tell which brand is good to use too!!!,0,0,0,0,1,0,0,0,0,0,1,0,0
"All you need is prescription Retin-A cream, a good moisturizer and some sunscreen",0,0,0,0,0,1,0,0,0,1,0,0,0
What are your recommendations for niacinamide and Salicylic acid? Cannot see it in the captions,0,0,0,0,0,0,0,0,0,1,1,0,0
"I really want this costume. If you start selling them, I'd love to buy it haha 😂",1,0,0,0,1,0,0,0,0,0,0,0,1
This is DEFINITELY A COOL COSTUME!!,1,0,0,0,1,0,0,0,0,1,0,0,0
The second guy had the cleanest delivery,0,0,0,0,1,1,0,0,0,0,0,0,0
Grandpa showing them how it’s done! 😂🥰👏🏽 GenX for the win 😂,1,0,0,0,1,0,1,0,0,1,0,0,1
Its always funny to see firefighters portrayed like bodybuilders but in reality its usually just a hella strong dad bod lol,1,0,0,0,0,1,0,0,0,0,0,0,1
"Wow, what a gorgeous selection of hard working MEN 💪🏾 I love how fearless most of them look, stepping into fire 🔥 😍👌🏾",1,0,0,0,1,0,0,0,0,1,0,0,0
"The fire is like: “Okay guys, you’re hot but I’m hotter!!!!!! 😂😂😂😂😂",1,0,0,0,0,0,0,0,0,1,0,0,1
If this is how they taught math in school I'd probably have gone to university,0,1,1,0,0,0,0,0,0,1,0,0,1
The most direct and clear explanation,1,0,0,0,1,0,0,0,0,0,0,0,0
"I needed this! Every ""skin routine"" my question is ""but why?"" Now I know",1,0,0,0,1,0,0,0,0,1,1,0,0
I swear dentists would make fantastic nail techs,0,0,0,0,1,1,0,0,0,0,0,0,0
"In addition to being a dentist, you must also be an artist.",0,0,0,0,1,1,0,0,0,0,0,0,0
"damn, never realized how much precise work is done there.. Kinda wanna be a dentist now",0,0,0,0,0,0,1,0,0,1,1,0,0
I feel so blessed ive never had a cavity in my life. I go in for x-rays and cleanings every 6 months and I'm 57.,1,0,0,0,0,0,0,0,0,1,0,0,0
This is a work of art!,1,0,0,0,1,0,0,0,0,1,0,0,0
Dentists are never appreciated enough for their job . I want to take this opportunity to say i appreciate you guys. Hard work,1,1,0,0,1,0,0,0,0,1,0,0,0
"My teeth literally hurt when watching this video, It's a work of art tho",0,1,0,0,1,0,0,0,0,1,0,0,0
Your better than my dentist who don’t fill the whole thing up,0,1,1,0,1,0,0,0,0,1,0,0,0
Beautiful sculpting my friend,1,0,0,0,1,0,1,0,0,0,0,0,0
Man... i would kill for a dentist to fix my tooth like this. unreal,0,0,0,0,1,0,0,0,0,1,0,0,1
props to the person who volunteered to donate their jaw,,,,,,,,,,,,,
Damn. Wish i had money to afford a pc like that,,,,,,,,,,,,,
This was completely by the hustle signs,,,,,,,,,,,,,
On December I’m doing and room makeover and investing most of my money on the setup,,,,,,,,,,,,,
This reminds me of that video one guy made Ui designer life vs coders life.,,,,,,,,,,,,,
What language do you normally code in because I’m jealous of anyone who knows more than hlsl or python,,,,,,,,,,,,,
